10		47.9419021606
10		111.822819948
10		147.416107893
10		120.858808994
10		123.821036816
10		126.129434824
10		128.739210844
10		128.986189127
10		129.458763123
10		130.380786896
10		132.452610016
10		134.790576935
10		135.392775059
10		136.109845161
10		137.241647005
10		137.860447168
10		138.716071844
10		139.581942081
10		140.791046858
10		143.556442022
10		144.525898933
10		145.279019833
10		148.089631081
10		150.927639961
10		151.687440157
10		153.060610056
10		153.342934132
10		45.8506691456
